Generation of neurons and astrocytes from isolated cells of the adult mammalian central nervous system|http://www.sciencemag.org/content/255/5052/1707.short|4383|6|http://scholar.google.com/scholar?cites=17950264474036939264&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=17950264474036939264&hl=en&num=20&as_sdt=0,5|1992
The Matthew effect in science|http://www.unc.edu/~fbaum/teaching/PLSC541_Fall06/Merton_Science_1968.pdf|3165|9|http://scholar.google.com/scholar?cites=4419677654704210123&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=4419677654704210123&hl=en&num=20&as_sdt=0,5|1968
Isotopic variations in meteoric waters|http://www.sciencemag.org/content/133/3465/1702.short|3754|6|http://scholar.google.com/scholar?cites=15711490295184699232&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=15711490295184699232&hl=en&num=20&as_sdt=0,5|1961
Chronic Parkinsonism in humans due to a product of meperidine-analog synthesis|http://www.sciencemag.org/content/219/4587/979.short|3650|5|http://scholar.google.com/scholar?cites=7464190801192835084&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=7464190801192835084&hl=en&num=20&as_sdt=0,5|1983
Toward a science of metabolic engineering|http://www.sciencemag.org/content/252/5013/1668.short|957|7|http://scholar.google.com/scholar?cites=5631599313491482758&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=5631599313491482758&hl=en&num=20&as_sdt=0,5|1991
A cell cycle regulator potentially involved in genesis of many tumor types|http://www.sciencemag.org/content/264/5157/436.short|3446|7|http://scholar.google.com/scholar?cites=11864285510477843672&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=11864285510477843672&hl=en&num=20&as_sdt=0,5|1994
The biology of oxygen radicals|http://www.sciencemag.org/content/201/4359/875.short|3265|4|http://scholar.google.com/scholar?cites=4989504013874448559&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=4989504013874448559&hl=en&num=20&as_sdt=0,5|1978
Sap pressure in vascular plants negative hydrostatic pressure can be measured in plants|http://www.sciencemag.org/content/148/3668/339.short|3272|7|http://scholar.google.com/scholar?cites=4924376965070278937&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=4924376965070278937&hl=en&num=20&as_sdt=0,5|1965
A carbon nanotube field-emission electron source|http://www.sciencemag.org/content/270/5239/1179.short|3206|8|http://scholar.google.com/scholar?cites=13979859600527587956&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=13979859600527587956&hl=en&num=20&as_sdt=0,5|1995
Hypothalamic polypeptide that inhibits the secretion of immunoreactive pituitary growth hormone|http://www.sciencemag.org/content/179/4068/77.short|3180|5|http://scholar.google.com/scholar?cites=15695006147231608301&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=15695006147231608301&hl=en&num=20&as_sdt=0,5|1973
Overexpression of a transporter gene in a multidrug-resistant human lung cancer cell line|http://www.sciencemag.org/content/258/5088/1650.short|2928|7|http://scholar.google.com/scholar?cites=17848986230517464333&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=17848986230517464333&hl=en&num=20&as_sdt=0,5|1992
Transcriptional regulation in mammalian cells by sequence-specific DNA binding proteins|http://www.sciencemag.org/content/245/4916/371.short|2690|7|http://scholar.google.com/scholar?cites=11126658697662956123&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=11126658697662956123&hl=en&num=20&as_sdt=0,5|1989
Heritable true fitness and bright birds: a role for parasites?|http://www.sciencemag.org/content/218/4570/384.short|2629|7|http://scholar.google.com/scholar?cites=13877688827432748323&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=13877688827432748323&hl=en&num=20&as_sdt=0,5|1982
Ultrasensitive stain for proteins in polyacrylamide gels shows regional variation in cerebrospinal fluid proteins|http://www.sciencemag.org/content/211/4489/1437.short|2574|6|http://scholar.google.com/scholar?cites=11387646318796286358&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=11387646318796286358&hl=en&num=20&as_sdt=0,5|1981
Comparing the impact of open access (OA) vs. non-OA articles in the same journals|http://eprints.ecs.soton.ac.uk/10207|614|9|http://scholar.google.com/scholar?cites=3118125703609116666&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=3118125703609116666&hl=en&num=20&as_sdt=0,5|2004
JASPAR: an open‐access database for eukaryotic transcription factor binding profiles|http://nar.oxfordjournals.org/content/32/suppl_1/D91.short|856|14|http://scholar.google.com/scholar?cites=17011677225628198463&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=17011677225628198463&hl=en&num=20&as_sdt=0,5|2004
Open access overview|http://www.planta.cn/forum/files_planta/what_is_open_accessan_overview_2004_162.pdf|375|9|http://scholar.google.com/scholar?cites=7490385697145766993&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=7490385697145766993&hl=en&num=20&as_sdt=0,5|2007
Do open-access articles have a greater research impact?|http://crl.acrl.org/content/65/5/372.short|547|15|http://scholar.google.com/scholar?cites=9035796632788099890&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=9035796632788099890&hl=en&num=20&as_sdt=0,5|2004
Citation advantage of open access articles|http://dx.plos.org/10.1371/journal.pbio.0040157|437|26|http://scholar.google.com/scholar?cites=9713183123758906814&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=9713183123758906814&hl=en&num=20&as_sdt=0,5|2006
A model of regulated open access resource use|http://www.sciencedirect.com/science/article/pii/S009506969690947X|266|10|http://scholar.google.com/scholar?cites=7184717971399433913&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=7184717971399433913&hl=en&num=20&as_sdt=0,5|1997
The access/impact problem and the green and gold roads to open access|http://www.sciencedirect.com/science/article/pii/S0098791304001480|319|16|http://scholar.google.com/scholar?cites=17537973251823098462&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=17537973251823098462&hl=en&num=20&as_sdt=0,5|2004
Access &amp; Excellence: The Open-Door College.|http://www.eric.ed.gov/ERICWebPortal/recordDetail?accno=ED274391|241|2|http://scholar.google.com/scholar?cites=15678226686475875490&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=15678226686475875490&hl=en&num=20&as_sdt=0,5|1987
JASPAR, the open access database of transcription factor-binding profiles: new content and tools in the 2008 update|http://nar.oxfordjournals.org/content/36/suppl_1/D102.short|363|16|http://scholar.google.com/scholar?cites=2675114214163341903&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=2675114214163341903&hl=en&num=20&as_sdt=0,5|2008
Topological generation and load distribution factors for supplement charge allocation in transmission open access|http://ieeexplore.ieee.org/xpls/abs_all.jsp?arnumber=630460|386|3|http://scholar.google.com/scholar?cites=9115687326933987850&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=9115687326933987850&hl=en&num=20&as_sdt=0,5|1997
The chimpanzees of Gombe: patterns of behavior|http://scholar.google.com/https://johnhawks.net/node/21951|3790|5|http://scholar.google.com/scholar?cites=14439556716187252039&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=14439556716187252039&hl=en&num=20&as_sdt=0,5|1986
Ten-year cross-disciplinary comparison of the growth of open access and how it increases research citation impact|http://arxiv.org/abs/cs/0606079|284|23|http://scholar.google.com/scholar?cites=11883438424931872994&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=11883438424931872994&hl=en&num=20&as_sdt=0,5|2006
Open Access Series of Imaging Studies (OASIS): cross-sectional MRI data in young, middle aged, nondemented, and demented older adults|http://www.mitpressjournals.org/doi/abs/10.1162/jocn.2007.19.9.1498|299|6|http://scholar.google.com/scholar?cites=14063688880671780453&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=14063688880671780453&hl=en&num=20&as_sdt=0,5|2007
Removing the barriers to research: an introduction to open access for librarians|http://eprints.rclis.org/handle/10760/4616|157|3|http://scholar.google.com/scholar?cites=3562835349895574833&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=3562835349895574833&hl=en&num=20&as_sdt=0,5|2003
The access principle: The case for open access to research and scholarship|http://arizona.openrepository.com/arizona/handle/10150/106529|471|20|http://scholar.google.com/scholar?cites=2252787500344456696&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=2252787500344456696&hl=en&num=20&as_sdt=0,5|2006
A new generation of JASPAR, the open-access repository for transcription factor binding site profiles|http://nar.oxfordjournals.org/content/34/suppl_1/D95.short|195|11|http://scholar.google.com/scholar?cites=1323659383132325861&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=1323659383132325861&hl=en&num=20&as_sdt=0,5|2006
JASPAR 2010: the greatly expanded open-access database of transcription factor binding profiles|http://nar.oxfordjournals.org/content/38/suppl_1/D105.short|263|13|http://scholar.google.com/scholar?cites=16310371802105120498&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=16310371802105120498&hl=en&num=20&as_sdt=0,5|2010
Literacy in the Open-Access College.|http://www.eric.ed.gov/ERICWebPortal/recordDetail?accno=ED237125|135|3|http://scholar.google.com/scholar?cites=434307209513700863&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=434307209513700863&hl=en&num=20&as_sdt=0,5|1983
Determination of ammonia in natural waters by the phenolhypochlorite method|http://www.aslo.org/lo/toc/vol_14/issue_5/0799.html|3123|2|http://scholar.google.com/scholar?cites=8106695524843464584&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=8106695524843464584&hl=en&num=20&as_sdt=0,5|1969
Authors and open access publishing|http://www.ingentaconnect.com/content/alpsp/lp/2004/00000017/00000003/art00007|168|6|http://scholar.google.com/scholar?cites=3684810006363220048&as_sdt=2005&sciodt=0,5&hl=en&num=20|http://scholar.google.com/scholar?cluster=3684810006363220048&hl=en&num=20&as_sdt=0,5|2004
